スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,ホワイトエッセンスわかやま歯科 矯正歯科,,,日本、〒640-8454 和歌山県和歌山市ふじと台２３ イオンモール和歌山 ２F,10,15,30,5,20,0,月-土 9:00-18:00,,073-451-4618,https://www.whiteessence-wakayama-kyosei.com/?utm_source=google&utm_medium=googlemap&&utm_id=google,4.8,193,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,クレアキッズデンタルスイッチ,,,日本、〒640-8442 和歌山県和歌山市平井１０８−７,10,10,30,5,20,0,月-土 9:00-18:00,,073-456-5005,https://kids.crea.dental/,4.8,70,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,井口矯正歯科,,,日本、〒640-8331 和歌山県和歌山市美園町５丁目１−２ 新橘ビル 2F,10,5,30,5,20,0,月-土 9:00-18:00,,073-425-7182,https://www.iguchi-kyousei.com/,4.9,39,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,大橋歯科矯正,,,日本、〒643-0004 和歌山県有田郡湯浅町湯浅１２６７,10,5,30,5,20,0,月-土 9:00-18:00,,0737-63-6480,https://ohashi-kyousei.com/,4.6,20,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,山路矯正歯科クリニック,,,日本、〒646-0032 和歌山県田辺市下屋敷町３０−１,10,0,30,5,20,0,月-土 9:00-18:00,,0739-23-1187,https://www.yamaji-kyousei.com/,4.5,8,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,鳥取市 こはま歯科医院 (予防歯科/矯正歯科/歯周病),,,日本、〒680-0872 鳥取県鳥取市宮長３−３−３−３ 歯医者 予防歯科 矯正歯科 小児歯科 歯周 病 ホワイトニング,10,0,30,5,20,0,月-土 9:00-18:00,,0857-53-1956,http://otadvd.com/i/kohamashika_index.html,4.6,7,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
60,医療法人大鶴会かしはら矯正歯科,,,日本、〒634-0063 奈良県橿原市久米町５４６ マンションタケウチ 2号館 1F,10,5,30,5,10,0,月-土 9:00-18:00,,0744-26-1060,https://www.kashihara-kyousei.com/,4.1,33,"dentist,establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
60,薬師寺歯科・矯正歯科,,,日本、〒630-8343 奈良県奈良市椿井町２９,10,0,30,5,15,0,月-土 9:00-18:00,,0742-26-5389,https://yakushijishika.com/,4.9,7,"establishment,health,point_of_interest",9,,30,https://maps.google.com/?cid=
60,有本矯正歯科,,,日本、〒640-8341 和歌山県和歌山市黒田１丁目２−２０,10,0,30,5,15,0,月-土 9:00-18:00,,073-475-1888,http://www.arimoto.or.jp/,4.3,9,"dentist,establishment,health,point_of_interest",6,,30,https://maps.google.com/?cid=
55,フクロウのもり こども歯科クリニック,,,日本、〒641-0051 和歌山県和歌山市西高松２丁目７−８,10,0,30,5,10,0,月-土 9:00-18:00,,073-460-0014,https://fukurou-no-mori-ddsc.wraptas.site/,4.2,5,"establishment,health,point_of_interest",2,,30,https://maps.google.com/?cid=
