スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,しばた歯科可児おとなこども矯正歯科,,,日本、〒509-0203 岐阜県可児市下恵土78−１,10,15,30,5,20,0,月-土 9:00-18:00,,0574-62-5698,https://shibatadental.com/,4.6,273,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,静岡スマイル歯科・矯正歯科,,,日本、〒422-8027 静岡県静岡市駿河区豊田１丁目９−9番31号,10,15,30,5,20,0,月-土 9:00-18:00,,054-260-7000,https://shizuoka-shika.com/,4.3,149,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,静岡ひかり歯科・矯正歯科,,,日本、〒421-0113 静岡県静岡市駿河区下川原６丁目２８−３ 28番4号,10,15,30,5,20,0,月-土 9:00-18:00,,054-257-8888,https://hikaridc.com/?utm_source=google&utm_medium=maps,4.1,292,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,すみれ歯科・こども歯科クリニック〜ららぽーと愛知東郷〜,,,日本、〒470-0186 愛知県愛知郡東郷町東郷中央伊勢木 土地区画整理事業62街区1・3 ららぽーと愛知東郷 3階,10,15,30,5,20,0,月-土 9:00-18:00,,0561-39-3355,https://sumile-dental.jp/,4.5,136,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,みらい歯科こども歯科クリニック,,,日本、〒442-0045 愛知県豊川市駅前通２丁目98−２,10,15,30,5,20,0,月-土 9:00-18:00,,0533-83-2288,https://mirai-kids-dc.com/,4.7,110,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,麻生キッズデンタルパーク,,,日本、〒422-8008 静岡県静岡市駿河区栗原１５−１６,10,10,30,5,20,0,月-土 9:00-18:00,,054-655-2525,http://www.aso-kidsdental.com/,4.5,58,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,静岡呉服町デンタル矯正歯科,,,日本、〒420-0031 静岡県静岡市葵区呉服町２丁目８−１ 4F,10,15,30,5,15,0,月-土 9:00-18:00,,054-270-7723,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_shizuokac-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_shizuokac-cv_1,4.6,261,"dentist,establishment,health,point_of_interest",9,,30,https://maps.google.com/?cid=
75,ブライフ矯正歯科,,,日本、〒420-0031 静岡県静岡市葵区呉服町１丁目３０ 札の辻クロス ２階,10,10,30,5,20,0,月-土 9:00-18:00,,054-273-2587,https://www.brife-orthodontics.com/,4.6,86,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,いとう歯科矯正歯科ティースエクセレントクリニック,,,日本、〒430-0947 静岡県浜松市中央区松城町２１１−３,10,15,30,5,15,0,月-土 9:00-18:00,,053-415-8888,https://www.hamamatsu-kyousei.com/,4,105,"dentist,establishment,health,point_of_interest",9,,30,https://maps.google.com/?cid=
70,水の杜歯科 矯正歯科,,,日本、〒503-0901 岐阜県大垣市高屋町１丁目２５ 第二フジビル 2F,10,5,30,5,20,0,月-土 9:00-18:00,,0584-75-5522,https://www.mizunomori-dental-ogaki.com/,5,35,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,矯正歯科アソオルソ,,,日本、〒422-8008 静岡県静岡市駿河区栗原１５−１８,10,5,30,5,20,0,月-土 9:00-18:00,,054-297-5517,https://www.asortho.jp/,4.7,34,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,0歳からお口を育てる大池小児歯科,,,日本、〒483-8336 愛知県江南市前飛保町寺前１１８,10,5,30,5,20,0,月-土 9:00-18:00,,0587-55-7003,https://oikedc.com/kos/,4.9,43,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
