スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,医療法人ハレクラニ 大橋駅前アロハ歯科 小児・矯正歯科クリニック,,,日本、〒815-0033 福岡県福岡市南区大橋１丁目３−１８ リビル 101,10,15,30,5,20,0,月-土 9:00-18:00,,092-512-0785,http://alohadc-ohashi.com/,4.7,262,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,福岡天神さいとう矯正歯科,,,日本、〒810-0021 福岡県福岡市中央区今泉１丁目１１−５ １階,10,15,30,5,20,0,月-土 9:00-18:00,,0120-320-534,https://saitodc-fukuoka.com/,4.8,226,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,安永矯正歯科医院 福岡,,,日本、〒810-0004 福岡県福岡市中央区渡辺通４丁目１−３６ Bivi福岡 1F,10,15,30,5,20,0,月-土 9:00-18:00,,092-731-0649,http://www.sato.or.jp/,4.6,127,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,福岡天神リボン歯科・矯正歯科 インプラント,,,日本、〒810-0001 福岡県福岡市中央区天神２丁目７−８ 西天神ビル 7F,10,15,30,5,20,0,月-土 9:00-18:00,,092-753-6648,https://ribon-shika.jp/tenjin/,4.9,121,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,天神駅前矯正歯科クリニック,,,日本、〒810-0041 福岡県福岡市中央区大名２丁目１−７ FPG リンクス天神 DAIMYO5F,10,15,30,5,20,0,月-土 9:00-18:00,,092-791-5249,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_tenjinc-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_tenjinc-cv_1,4.6,188,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,福岡天神矯正歯科,,,日本、〒810-0023 福岡県福岡市中央区警固２丁目１７−１０ スパッヂョけやき通りビル2F,10,15,30,5,20,0,月-土 9:00-18:00,,092-707-1252,http://fukuoka.rf-ortho.com/,4.8,132,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,友枝歯科・矯正歯科クリニック福岡天神,,,日本、〒810-0041 福岡県福岡市中央区大名２丁目６−５０ ガーデンシティ 2F 天神 赤坂 歯医者 歯科 矯正歯科 マウスピース矯正 インビザライン ホワイトニング インプラント 審美歯科 セラミック,10,15,30,5,20,0,月-土 9:00-18:00,,092-791-3003,https://www.tdc-tenjin.com/,4.9,156,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,博多たかの歯科・矯正歯科(旧たかの歯科クリニック),,,日本、〒812-0017 福岡県福岡市博多区美野島２丁目４−６ ２階,10,15,30,5,20,0,月-土 9:00-18:00,,092-483-1233,http://www.takanodc.com/,4.6,299,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,樋口矯正歯科クリニック,,,日本、〒810-0001 福岡県福岡市中央区天神１丁目９−１７ 福岡天神フコク生命ビル 6Ｆ,10,15,30,5,20,0,月-土 9:00-18:00,,092-712-6377,https://fukuoka-hanarabi.com/,4.6,140,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,おきた歯科小児歯科クリニック,,,日本、〒813-0013 福岡県福岡市東区香椎駅前１丁目１２−２ Asset香椎 ３階,10,10,30,5,20,0,月-土 9:00-18:00,,092-681-5588,https://okita-shika.com/,4.8,97,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
