スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,諫早ふじた歯科・矯正歯科,,,日本、〒859-0405 長崎県諫早市多良見町中里１２９−１４,10,15,30,5,20,0,月-土 9:00-18:00,,0957-43-2212,https://fujitashika.com/,4.8,269,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,ひかる歯科ちえこども歯科,,,日本、〒862-0949 熊本県熊本市中央区国府２丁目１７−４１,10,15,30,5,20,0,月-土 9:00-18:00,,096-364-1180,https://hikarushika.com/,4.7,109,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,熊本パール総合歯科・矯正歯科・こども歯科クリニック 中央院,,,日本、〒862-0971 熊本県熊本市中央区大江３丁目６−１０,10,15,30,5,20,0,月-土 9:00-18:00,,0120-461-166,http://www.par-dc.jp/,4.7,264,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,熊本パール総合歯科・矯正歯科・こども歯科クリニック SAKURA MACHI Kumamoto院,,,日本、〒216区画 熊本県熊本市中央区桜町３ 2階 JP 8600805 熊本県 熊本市中央区桜町3番10号 SAKURA MACHI,10,15,30,5,20,0,月-土 9:00-18:00,,0120-461-725,https://www.par-dc.jp/,4.6,239,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,熊本パール総合歯科・矯正歯科・こども歯科クリニック 宇土院,,,日本、〒869-0452 熊本県宇土市高柳町 字島之内20-9,10,15,30,5,20,0,月-土 9:00-18:00,,0120-461-003,http://www.par-dc.jp/,4.6,300,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,熊本パール総合歯科·矯正歯科·こども歯科クリニック 健軍院,,,日本、〒862-0911 熊本県熊本市東区健軍３丁目２４−２２,10,15,30,5,20,0,月-土 9:00-18:00,,096-369-5350,http://www.par-dc.jp/,4.4,276,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,熊本上通矯正歯科クリニック,,,日本、〒860-0845 熊本県熊本市中央区上通町７−２ モアーズビル上通 2階,10,15,30,5,20,0,月-土 9:00-18:00,,096-319-5037,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_kumamotoc-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_kumamotoc-cv_1,4.7,141,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,けやき通り歯科・矯正歯科,,,日本、〒862-0962 熊本県熊本市南区田迎２丁目１８−１２,10,15,30,5,20,0,月-土 9:00-18:00,,096-379-6945,https://www.keyaki.org/?utm_source=google&utm_medium=map,4.6,126,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,熊本パール総合歯科・矯正歯科クリニックAMUPLAZA熊本院(医療ホワイトニング・インプラント),,,日本、〒860-0047 熊本県熊本市西区春日３丁目１５−２６ アミュプラザくまもと 5階 531区画,10,15,30,5,20,0,月-土 9:00-18:00,,0120-461-117,https://www.par-dc.jp/,4.6,135,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,堀内歯科 矯正歯科・小児歯科,,,日本、〒854-0001 長崎県諫早市福田町３７−３,10,10,30,5,20,0,月-土 9:00-18:00,,0957-21-5333,https://www.horiuchi-sika.com/,4.7,73,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,新屋敷津田歯科こども歯科,,,日本、〒862-0975 熊本県熊本市中央区新屋敷１丁目２１−１０,10,10,30,5,20,0,月-土 9:00-18:00,,096-371-8010,http://www.tsuda-dental.com/?utm_source=google&utm_medium=maps,4.7,60,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,いろどり歯科こども歯科クリニック,,,日本、〒861-1103 熊本県合志市野々島５４９０−４,10,10,30,5,20,0,月-土 9:00-18:00,,096-288-2942,https://irodori-kids-dc.com/,4.5,59,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,出口歯科おとな•こども歯科クリニック,,,日本、〒862-0965 熊本県熊本市南区田井島２丁目２−３６,10,10,30,5,20,0,月-土 9:00-18:00,,096-379-3633,https://www.deguchi-dc.jp/,4.5,54,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,やまだ歯科・こども歯科・矯正歯科クリニック熊本院,,,日本、〒861-4137 熊本県熊本市南区野口３丁目１９−８,10,10,30,5,20,0,月-土 9:00-18:00,,096-288-1288,https://www.yamada-kidsdc.com/,4,57,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,医療法人 熊本駅前矯正歯科クリニック,,,日本、〒860-0047 熊本県熊本市西区春日５丁目２−１,10,10,30,5,20,0,月-土 9:00-18:00,,096-342-4148,https://kumamoto-ekimae-kc.com/,4.1,77,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,医療法人友枝会 友枝総合歯科・矯正歯科,,,日本、〒861-8001 熊本県熊本市北区武蔵ケ丘５丁目１−１６,10,10,30,5,20,0,月-土 9:00-18:00,,096-339-4593,https://tdc-kumamoto.com/,4.4,62,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
