スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,つくばリボン歯科・矯正歯科 インプラント,,,日本、〒305-0033 茨城県つくば市東新井15−４ 関友つくばビル 1F,10,15,30,5,20,0,月-土 9:00-18:00,,029-879-7145,https://ribon-shika.jp/tsukuba/,4.8,410,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,つくばホワイト歯科・矯正歯科,,,日本、〒305-0822 茨城県つくば市苅間１８８５−１,10,15,30,5,20,0,月-土 9:00-18:00,,029-851-4182,http://4182jp.net/,4.4,110,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,つくば松代歯科・口腔外科・矯正歯科・小児歯科,,,日本、〒305-0056 茨城県つくば市松野木９５−４,10,15,30,5,20,0,月-土 9:00-18:00,,029-838-0007,https://www.matsushiroshika.com/,4.5,173,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,イクシーファミリー口腔歯科・小児歯科・矯正歯科,,,日本、〒322-0029 栃木県鹿沼市西茂呂４丁目４１−２,10,15,30,5,20,0,月-土 9:00-18:00,,0289-62-4184,https://ixi.cc/?utm_source=google&utm_medium=map,4.8,551,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,おかもとこどもおとな歯科,,,日本、〒329-1105 栃木県宇都宮市中岡本町金井久保３７１０−６２,10,15,30,5,20,0,月-土 9:00-18:00,,028-612-3901,https://www.okamoto-kodomo.net/?utm_source=Google-Map&utm_medium=MEO-ONE,4.7,106,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,宇都宮矯正歯科,,,日本、〒320-0026 栃木県宇都宮市馬場通り２丁目３−６ 1F,10,15,30,5,20,0,月-土 9:00-18:00,,028-601-7882,https://utsunomiyakyoseishika.com/,4.8,564,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,足利おとなこども歯科・矯正歯科,,,日本、〒326-0831 栃木県足利市堀込町２４７４−１,10,10,30,5,20,0,月-土 9:00-18:00,,0276-49-5489,https://www.ashikagadental.com/,4.4,93,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,くにい歯科・矯正歯科,,,日本、〒320-0072 栃木県宇都宮市若草３丁目１−８,10,15,30,5,15,0,月-土 9:00-18:00,,028-600-0921,https://921dental.com/,4.5,148,"dentist,doctor,establishment,health,point_of_interest",7,,30,https://maps.google.com/?cid=
70,岡田矯正歯科・ファミリー歯科クリニック,,,日本、〒305-0035 茨城県つくば市松代１丁目１２−１,10,5,30,5,20,0,月-土 9:00-18:00,,029-852-5500,http://www.okada-ortho.com/,4.7,34,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,しまざき矯正歯科,,,日本、〒316-0013 茨城県日立市千石町２丁目５−１９,10,5,30,5,20,0,月-土 9:00-18:00,,0120-973-418,http://www.374182.com/,4.6,25,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,荒井矯正歯科クリニック,,,日本、〒311-0105 茨城県那珂市菅谷４３８４−１,10,10,30,5,15,0,月-土 9:00-18:00,,029-229-1187,http://arai-kyousei-shika.jp/,4,66,"dentist,establishment,health,point_of_interest",6,,30,https://maps.google.com/?cid=
70,あおき矯正歯科,,,日本、〒306-0204 茨城県古河市下大野２００８−８,10,5,30,5,20,0,月-土 9:00-18:00,,0280-91-1180,https://www.aokishika.com/,4.4,31,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,矯正歯科 かずま・クリニック,,,日本、〒328-0043 栃木県栃木市境町１−１４ １階および２階東側,10,5,30,5,20,0,月-土 9:00-18:00,,0282-20-8000,https://kazuma-kyousei.com/,4.8,32,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,おとなとこどもの歯医者さん 小野歯科,,,日本、〒329-2712 栃木県那須塩原市下永田７丁目７−１３２,10,10,30,5,10,0,月-土 9:00-18:00,,0287-47-7900,https://otonatokodomono.com/,4.5,99,"establishment,health,point_of_interest",3,,30,https://maps.google.com/?cid=
65,なかの歯科・矯正歯科クリニック／なかの KIDS デンタル,,,日本、〒321-3311 栃木県芳賀郡芳賀町上延生５３３−１,10,10,30,5,10,0,月-土 9:00-18:00,,028-677-8241,http://www.haga-nakanoshika.com/,4.2,82,"establishment,health,point_of_interest",2,,30,https://maps.google.com/?cid=
