スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,徳山駅前矯正歯科,,,日本、〒745-0032 山口県周南市銀座１丁目31番 2F,10,15,30,5,20,0,月-土 9:00-18:00,,0834-34-1323,https://tokuyama-kyosei.com/,4.9,119,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,つぼい歯科クリニック おとなこども矯正歯科,,,日本、〒740-0034 山口県岩国市南岩国町２丁目７８−３６,10,15,30,5,20,0,月-土 9:00-18:00,,0827-32-7506,https://tsuboidental.com/,4.7,158,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,南庄町こどもおとな歯科クリニック,,,日本、〒770-0045 徳島県徳島市南庄町５丁目６１−２３,10,15,30,5,20,0,月-土 9:00-18:00,,088-633-1783,https://kodomo-otona-dc.com/,4.6,108,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,八幡歯科医院｜ママとこどものはいしゃさん,,,日本、〒779-1102 徳島県阿南市羽ノ浦町宮倉日開元１９−１８,10,15,30,5,20,0,月-土 9:00-18:00,,0120-556-480,https://www.yahatashika.jp/?utm_source=google&utm_medium=map,4.6,168,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,ごうだおとなこども歯科,,,日本、〒769-0206 香川県綾歌郡宇多津町浜六番丁８２−３,10,15,30,5,20,0,月-土 9:00-18:00,,0877-41-1711,https://gouda-dental.com/about-clinic/gouda-otonakodomo/,4.6,836,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,宇部歯科・矯正歯科アールクリニック,,,日本、〒755-0151 山口県宇部市西岐波東原１２２７,10,10,30,5,20,0,月-土 9:00-18:00,,0836-51-6480,https://www.oriryu.com/,4.8,75,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,やない歯科・矯正歯科,,,日本、〒742-0031 山口県柳井市南町２丁目５−１６,10,10,30,5,20,0,月-土 9:00-18:00,,0820-25-1011,https://www.eishinkai.jp/,4.6,92,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,あわ歯科こども歯科クリニック,,,日本、〒770-0021 徳島県徳島市佐古一番町５−２３,10,10,30,5,20,0,月-土 9:00-18:00,,088-652-0331,https://ourandkids.com/,4.5,77,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,キースおとなこども歯科二軒屋（旧：花みずき デンタルオフィス二軒屋）,,,日本、〒770-8063 徳島県徳島市南二軒屋町１丁目２−１２,10,10,30,5,20,0,月-土 9:00-18:00,,088-676-4618,https://shinsei-kai.jp/nikenya,4.6,82,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,りえる矯正歯科,,,日本、〒753-0813 山口県山口市吉敷中東２丁目７−１５,10,0,30,5,20,0,月-土 9:00-18:00,,083-922-8777,https://itp.ne.jp/info/520000172305940001/,4.3,3,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,防府リョーマデンタルクリック総合歯科矯正歯科,,,日本、〒747-0823 山口県防府市鐘紡町７−１,10,0,30,5,20,0,月-土 9:00-18:00,,0835-24-5202,http://www.hofu-masamune.com/,4.1,19,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,いわさ矯正歯科,,,日本、〒770-0868 徳島県徳島市福島１丁目８−１３,10,0,30,5,20,0,月-土 9:00-18:00,,088-624-8377,https://iwasa-kyosei.jp/,5,19,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,クレメント矯正歯科,,,日本、〒770-0831 徳島県徳島市寺島本町西１丁目６１ 徳島クレメントプラザ ３Ｆ,10,0,30,5,20,0,月-土 9:00-18:00,,088-656-3233,https://clement.jp/?utm_source=Google&utm_medium=map,4.4,16,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,藤崎矯正歯科クリニック,,,日本、〒771-0204 徳島県板野郡北島町鯛浜大西１５３−６,10,0,30,5,20,0,月-土 9:00-18:00,,0120-872-841,http://www.fujisaki-kyousei.com/,4.1,7,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
60,岩国矯正歯科クリニック,,,日本、〒740-0018 山口県岩国市麻里布町２丁目２−１８ ベルデビルディング 4F,10,5,30,5,10,0,月-土 9:00-18:00,,0827-29-0330,https://www.iwakunikyousei.com/,4.5,42,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
60,みやわき矯正歯科クリニック 宇部オフィス,,,日本、〒755-0068 山口県宇部市東小串１丁目１−１,10,0,30,5,15,0,月-土 9:00-18:00,,0836-32-0625,https://www.miya-ortho.com/,4.4,18,"dentist,establishment,health,point_of_interest",5,,30,https://maps.google.com/?cid=
60,仲之町ニコニコKamKam歯科・矯正歯科,,,日本、〒770-0932 徳島県徳島市仲之町１丁目31−番地,10,0,30,5,15,0,月-土 9:00-18:00,,088-623-6222,https://kouzankai.net/,4.7,15,"dentist,establishment,health,point_of_interest",8,,30,https://maps.google.com/?cid=
55,なかむら歯科矯正歯科クリニック,,,日本、〒750-0424 山口県下関市豊田町大字矢田２７１,10,0,30,5,10,0,月-土 9:00-18:00,,083-766-0039,http://www.nakamura-8148.com/,4.5,17,"dentist,establishment,health,point_of_interest",3,,30,https://maps.google.com/?cid=
55,あいおい歯科・インプラント矯正クリニック,,,日本、〒755-0029 山口県宇部市新天町２丁目１−１,0,0,30,5,20,0,月-土 9:00-18:00,,0836-29-0300,https://www.aioi-dc.jp/,3.9,16,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
50,アイリーデンタルクリニック,,,日本、〒754-0021 山口県山口市小郡黄金町７−６６ 山本ビル 2F,10,15,0,5,20,0,月-土 9:00-18:00,,083-902-1603,http://yamaguchi-white.com/,4.9,156,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,さむらデンタルクリニック,,,日本、〒770-0012 徳島県徳島市北佐古二番町２−４０,10,15,0,5,20,0,月-土 9:00-18:00,,050-1807-4547,https://samura-dentist.com/,4.6,235,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,医療法人 藍想会 三谷ファミリー歯科クリニック,,,日本、〒770-0944 徳島県徳島市南昭和町１丁目２３ 4階 訪問歯科 歯周病 小児矯正 小児歯科,10,15,0,5,20,0,月-土 9:00-18:00,,088-676-4182,http://mf-dental-c.com/,4.7,224,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,医療法人 ひかり歯科クリニック,,,日本、〒770-8025 徳島県徳島市三軒屋町外２４−１９,10,15,0,5,20,0,月-土 9:00-18:00,,088-612-8241,http://hikari-dentalclinic.jp/,4.5,138,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,喜多デンタルクリニック,,,日本、〒770-8052 徳島県徳島市沖浜３丁目６４,10,15,0,5,20,0,月-土 9:00-18:00,,088-653-8040,https://www.kita-dc.jp/,4.6,148,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,和田歯科医院,,,日本、〒779-0302 徳島県鳴門市大麻町大谷久原７５−１,10,15,0,5,20,0,月-土 9:00-18:00,,088-689-0026,https://tokushima-dental.com/,4.6,221,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,多田歯科•矯正歯科,,,日本、〒771-1251 徳島県板野郡藍住町矢上原２６３ 108,10,0,30,0,10,0,月-土 9:00-18:00,,,,5,3,"dentist,establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
50,斎藤歯科医院,,,日本、〒771-1265 徳島県板野郡藍住町住吉神蔵２０９−１,10,15,0,5,20,0,月-土 9:00-18:00,,088-678-4337,http://www.saito-d.jp/,4.1,154,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,医療法人すずき歯科,,,日本、〒770-0861 徳島県徳島市住吉６丁目１−９,10,15,0,5,20,0,月-土 9:00-18:00,,088-652-5552,http://www.tokushima-dent.jp/,4.2,108,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,空と海の歯科クリニック,,,日本、〒765-0012 香川県善通寺市上吉田町１８２−４,10,15,0,5,20,0,月-土 9:00-18:00,,0877-64-1181,http://www.soraumi-dc.com/,4.5,127,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,みどりの歯科医院,,,日本、〒762-0043 香川県坂出市寿町１丁目２−６,10,15,0,5,20,0,月-土 9:00-18:00,,0877-46-6480,http://www.midorino-dc.com/,4.8,176,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,サンシャイン歯科,,,日本、〒761-8075 香川県高松市多肥下町１５６２−１５,10,15,0,5,20,0,月-土 9:00-18:00,,087-815-0118,http://www.sunshine-shika.com/,4.1,169,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
45,アップル歯科・小児歯科クリニック,,,日本、〒779-3301 徳島県吉野川市川島町川島２４６−１,0,0,30,5,10,0,月-土 9:00-18:00,,0883-25-6480,http://apple-dent.jp/,3.4,13,"establishment,health,point_of_interest",2,,30,https://maps.google.com/?cid=
45,川上矯正歯科クリニック,,,日本、〒770-0012 徳島県徳島市北佐古二番町１−１５−２,0,0,30,5,10,0,月-土 9:00-18:00,,088-633-8811,https://kawakami-ortho.info/,3.6,15,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
45,天真歯科矯正歯科,,,日本、〒773-0001 徳島県小松島市小松島町北浜３６−２,0,0,30,5,10,0,月-土 9:00-18:00,,0120-668-616,http://www.d-tenshin.com/,3.4,5,"dentist,establishment,health,point_of_interest",2,,30,https://maps.google.com/?cid=
45,たなか歯科矯正クリニック,,,日本、〒770-8078 徳島県徳島市八万町橋本９２−９,0,0,30,5,10,0,月-土 9:00-18:00,,088-668-3411,http://wwwe.pikara.ne.jp/tanaka-dental/,3.5,2,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
45,米沢歯科クリニック,,,日本、〒770-8055 徳島県徳島市山城町東浜傍示番外17,10,10,0,5,20,0,月-土 9:00-18:00,,088-655-3388,https://yonezawa-dental-clinic.com/,4.1,61,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
45,ごうだOCEAN歯科,,,日本、〒769-0223 香川県綾歌郡宇多津町新開２３７５−２,10,10,0,5,20,0,月-土 9:00-18:00,,0877-56-7766,https://gouda-dental.com/about-clinic/gouda-ocean/,4.6,71,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
45,たかまつファミリー歯科医院,,,日本、〒761-0101 香川県高松市春日町１３９３−８,10,10,0,5,20,0,月-土 9:00-18:00,,087-813-8788,https://takamatsu-familydc.com/,4.5,75,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
40,医療法人 敬清会 公園通り歯科,,,日本、〒756-0814 山口県山陽小野田市千代町１丁目８−２６,10,15,0,5,10,0,月-土 9:00-18:00,,0836-39-6983,https://www.koendori-sika.com/?utm_source=google&utm_medium=map&utm_campaign=map,4.8,163,"dentist,doctor,establishment,health,point_of_interest",3,,0,https://maps.google.com/?cid=
40,島歯科医院,,,日本、〒770-0863 徳島県徳島市安宅１丁目１０−２８ 安宅ハイツ,10,5,0,5,20,0,月-土 9:00-18:00,,088-623-6909,https://shima-dental-clinic.com/,4.8,36,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
40,木太デンタルクリニック,,,日本、〒760-0080 香川県高松市木太町１８３７−５,10,5,0,5,20,0,月-土 9:00-18:00,,087-862-1461,http://kitadentalclinic-hp.com/,4.3,29,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
35,きわのもり歯科クリニック,,,日本、〒755-0241 山口県宇部市東岐波２１５４−１ 歯科 歯医者 矯正歯科,10,0,0,5,20,0,月-土 9:00-18:00,,0836-59-1222,https://www.kiwanomori-dc.com/,4.6,17,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
35,新浜歯科医院,,,日本、〒770-8006 徳島県徳島市新浜町３丁目２−１９ 歯科 歯医者,10,0,0,5,20,0,月-土 9:00-18:00,,088-663-1118,https://shinhama-dc.com/,5,15,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
30,ア歯科横田クリニック,,,日本、〒770-0937 徳島県徳島市富田橋２丁目４−１,10,5,0,5,10,0,月-土 9:00-18:00,,088-652-6565,http://ashika118.com/,4.6,32,"dentist,doctor,establishment,health,point_of_interest",4,,0,https://maps.google.com/?cid=
30,きりん歯科クリニック,,,日本、〒770-8053 徳島県徳島市沖浜東１丁目３２−３,10,0,0,5,15,0,月-土 9:00-18:00,,088-679-9299,http://hamigakirin.com/,4.6,17,"establishment,health,point_of_interest",5,,0,https://maps.google.com/?cid=
25,藤谷歯科,,,日本、〒770-0025 徳島県徳島市佐古五番町９−１７,10,0,0,5,10,0,月-土 9:00-18:00,,088-626-1781,http://www.fujitani-dentalclinic.com/,4.5,14,"establishment,health,point_of_interest",1,,0,https://maps.google.com/?cid=
25,あべ歯科医院,,,日本、〒779-3111 徳島県徳島市国府町竜王６−２９,10,0,0,5,10,0,月-土 9:00-18:00,,088-642-1128,http://mambotango.sakura.ne.jp/abe/index.html,4.6,14,"dentist,establishment,health,point_of_interest",3,,0,https://maps.google.com/?cid=
