スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,甲子園矯正歯科 伊藤歯科クリニック ママとこどもの歯医者さん甲子園院,,,日本、〒663-8152 兵庫県西宮市甲子園町３−２−４,10,15,30,5,20,0,月-土 9:00-18:00,,0798-47-2221,https://itoshika.jp/,4.8,738,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,吉田矯正歯科クリニック 神戸三宮院,,,日本、〒650-0012 兵庫県神戸市中央区北長狭通１丁目２−２ 三宮エビスビル 8階,10,15,30,5,20,0,月-土 9:00-18:00,,078-332-5735,https://yoshida-kyosei.jp/?utm_source=GBP&utm_medium=GBP&utm_term=GBP&utm_content=GBP&utm_campaign=GBP,4.3,101,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,クラッセ歯科・矯正歯科,,,日本、〒658-0054 兵庫県神戸市東灘区御影中町３丁目２−１ 御影クラッセ 4F,10,15,30,5,20,0,月-土 9:00-18:00,,,https://classe-dental.com/,4.5,491,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,医療法人社団 さくら夙川駅前おきた歯科・矯正歯科,,,日本、〒662-0977 兵庫県西宮市神楽町１１−２５ STATIONBUILDING 4F,10,15,30,5,20,0,月-土 9:00-18:00,,0798-56-8484,http://www.sakurasyukugawa.com/,4.7,353,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,西宮北口ライフ歯科・矯正歯科・小児歯科,,,日本、〒663-8204 兵庫県西宮市高松町３−３６ 1階,10,15,30,5,20,0,月-土 9:00-18:00,,0798-65-4182,https://www.lifedc-nishinomiyakitaguchi.com/,4.9,789,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,氏井矯正歯科クリニック,,,日本、〒630-8115 奈良県奈良市大宮町１丁目１−２８ メゾン・プリメール 海保ビル 2F,10,15,30,5,20,0,月-土 9:00-18:00,,0742-23-4331,https://nara-kyousei.com/?utm_source=google&utm_medium=maps,4.8,101,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,大塚矯正歯科,,,日本、〒650-0022 兵庫県神戸市中央区元町通４丁目６−５ アパルト・ロア 1F,10,10,30,5,20,0,月-土 9:00-18:00,,078-367-2789,https://www.otsuka-ortho.com/?utm_source=google&utm_medium=map&utm_campaign=gbp,4.2,63,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,スマイルプラス矯正歯科,,,日本、〒666-0015 兵庫県川西市小花１丁目８−１ ジョイン川西 兵庫県川西市 小花 1-8-1 1F,10,10,30,5,20,0,月-土 9:00-18:00,,072-776-0840,http://www.besmile.jp/,5,50,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,有馬歯科・矯正歯科,,,日本、〒665-0061 兵庫県宝塚市仁川北３丁目７−１４ ペガサスビル 2F,10,10,30,5,20,0,月-土 9:00-18:00,,0798-51-2528,https://arimadental.com/,4.8,85,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,岡下矯正歯科,,,日本、〒634-0045 奈良県橿原市石川町282番地3,10,10,30,5,20,0,月-土 9:00-18:00,,0120-664-187,https://www.okashita.com/?utm_source=google&utm_medium=map&utm_campaign=gbp,4.3,54,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
