スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,やまもと歯科・矯正歯科医院,,,日本、〒933-0005 富山県高岡市能町南３丁目２６−５,10,15,30,5,20,0,月-土 9:00-18:00,,0766-28-3100,https://yamamoto-dc.com/,4,117,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,金澤むさし総合歯科・矯正歯科クリニック,,,日本、〒920-0855 石川県金沢市武蔵町１−１４,10,15,30,5,20,0,月-土 9:00-18:00,,076-222-0418,https://www.ki-dc.com/,4.7,305,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,スター矯正歯科・歯科,,,日本、〒921-8161 石川県金沢市有松２丁目１６−１,10,10,30,5,20,0,月-土 9:00-18:00,,076-216-7788,http://www.star-dc.jp/,4.7,77,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,金沢けんろく矯正歯科,,,日本、〒920-1156 石川県金沢市田上の里１丁目 １０６番地１,10,5,30,5,20,0,月-土 9:00-18:00,,076-225-8711,https://kenroku-kyosei.jp/,4.7,31,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,大桑歯科・矯正歯科,,,日本、〒921-8045 石川県金沢市大桑３丁目176番地 V-drug２F,10,5,30,5,20,0,月-土 9:00-18:00,,076-243-8117,http://www.okuwashika.com/,4.5,30,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,矯正歯科石井クリニック,,,日本、〒923-0868 石川県小松市日の出町１丁目１７６,10,15,30,5,10,0,月-土 9:00-18:00,,0761-23-0141,http://www.iortho.jp/,4.3,109,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
65,歯科矯正 ちどり歯科医院,,,日本、〒939-8002 富山県富山市公文名１６,10,5,30,5,15,0,月-土 9:00-18:00,,076-422-3748,http://www.chidori-dc.jp/?mb,4.3,25,"dentist,establishment,health,point_of_interest",5,,30,https://maps.google.com/?cid=
65,坂東矯正歯科,,,日本、〒930-0882 富山県富山市五艘１３８０−１,10,10,30,5,10,0,月-土 9:00-18:00,,076-433-1182,http://ban-or.com/,4.2,99,"establishment,health,point_of_interest",3,,30,https://maps.google.com/?cid=
65,みわ矯正歯科医院,,,日本、〒930-0008 富山県富山市神通本町１丁目７−８,10,10,30,5,10,0,月-土 9:00-18:00,,076-432-4760,https://miwa-orthodontic.com/,4.3,60,"dentist,establishment,health,point_of_interest",3,,30,https://maps.google.com/?cid=
65,島歯科・矯正歯科（医療法人 島歯科医院）,,,日本、〒930-0057 富山県富山市上本町４−１０,10,0,30,5,20,0,月-土 9:00-18:00,,076-421-6613,http://www.shimashikaiin.com/,4,18,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,たかた矯正歯科クリニック,,,日本、〒933-0874 富山県高岡市京田１２４−６,10,0,30,5,20,0,月-土 9:00-18:00,,0766-73-2727,http://www4.nsk.ne.jp/takatas/,5,1,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,みやうちこどもデンタルクリニック,,,日本、〒920-8203 石川県金沢市鞍月３丁目１０１,10,0,30,5,20,0,月-土 9:00-18:00,,076-254-0513,http://m-k-d-c.jp/,4.3,13,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
60,高田歯科・矯正歯科医院,,,日本、〒939-1375 富山県砺波市中央町４−８,10,0,30,5,15,0,月-土 9:00-18:00,,0763-32-2153,http://www4.nsk.ne.jp/takatas/,4.3,6,"dentist,establishment,health,point_of_interest",9,,30,https://maps.google.com/?cid=
60,ながと歯科・小児歯科医院,,,日本、〒921-8064 石川県金沢市八日市２丁目２００−１ ながと歯科小児歯科医院,10,5,30,5,10,0,月-土 9:00-18:00,,076-244-0418,http://www.nagato-dc.com/,4.6,21,"dentist,establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
60,あざみ野長谷川歯科矯正歯科,,,日本、〒225-0003 神奈川県横浜市青葉区新石川１丁目26−１ グラシューズあざみ野 1階,10,5,30,5,10,0,月-土 9:00-18:00,,045-507-8771,https://www.azamino-hasegawa-dental.com/,5,21,"dentist,establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
55,T's矯正歯科クリニック,,,日本、〒939-1104 富山県高岡市戸出町４丁目３−２８,10,0,30,5,10,0,月-土 9:00-18:00,,0766-63-7171,https://www.ts-oc.com/,5,2,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
55,さわはた矯正歯科医院,,,日本、〒930-0085 富山県富山市丸の内３丁目４−２,10,0,30,5,10,0,月-土 9:00-18:00,,076-494-1688,http://www.sawahata-ortho.jp/,4.5,2,"dentist,establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
55,寺田矯正歯科医院,,,日本、〒933-0858 富山県高岡市泉町６−１,10,0,30,5,10,0,月-土 9:00-18:00,,0766-25-4515,http://www.terada-ortho.jp/,4.2,6,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
55,こはら矯正歯科,,,"Kｆ ビル ３F, ７-7 末広町 高岡市 富山県 933-0023 日本",10,0,30,5,10,0,月-土 9:00-18:00,,0766-25-8515,https://www.koharaortho.com/,4.3,6,"dentist,establishment,health,hospital,point_of_interest",1,,30,https://maps.google.com/?cid=
55,しおはま矯正歯科,,,日本、〒921-8178 石川県金沢市寺地１丁目２０−２０,0,10,30,5,10,0,月-土 9:00-18:00,,076-245-8755,http://www.shiohama.biz/,3.8,85,"dentist,establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
50,きさら歯科・矯正歯科クリニック,,,日本、〒939-1367 富山県砺波市広上町９−３０,0,5,30,5,10,0,月-土 9:00-18:00,,0763-55-6650,https://kisara-dc.com/,3.8,22,"establishment,health,point_of_interest",3,,30,https://maps.google.com/?cid=
45,しのぶ歯科医院,,,日本、〒930-0038 富山県富山市緑町１丁目１−１,10,10,0,5,20,0,月-土 9:00-18:00,,076-422-4455,http://www.implant-418.com/,4.3,82,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
45,あえば矯正歯科医院,,,日本、〒930-0953 富山県富山市秋吉１５４−１４,0,0,30,5,10,0,月-土 9:00-18:00,,076-422-8855,http://www.aeba-smile.jp/,2.8,5,"establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
45,ハッピー歯科医院,,,日本、〒921-8064 石川県金沢市八日市５丁目５５９,10,10,0,5,20,0,月-土 9:00-18:00,,076-240-8858,http://www.happy-dental.jp/,4.5,60,"establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
45,匠歯科医院,,,日本、〒921-8052 石川県金沢市保古１丁目８９,10,10,0,5,20,0,月-土 9:00-18:00,,076-227-8882,https://www.takumi-dental.ishikawa.jp/,4.2,72,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
40,みほ小児歯科医院,,,日本、〒939-2706 富山県富山市婦中町速星７５５,0,0,30,0,10,0,月-土 9:00-18:00,,076-465-5418,,1.7,3,"establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
40,中山セントラル歯科,,,日本、〒920-0902 石川県金沢市尾張町１丁目１０−１３ 中山歯科ビル 2F,10,5,0,5,20,0,月-土 9:00-18:00,,076-222-8201,https://www.ee8.jp/,4.3,47,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
40,川原けんこう歯科医院,,,日本、〒921-8033 石川県金沢市寺町１丁目６−３８,10,5,0,5,20,0,月-土 9:00-18:00,,050-1792-0665,https://www.kawahara-kenkou-dc.com/,4.2,30,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
40,アイリス歯科クリニック,,,日本、〒921-8034 石川県金沢市泉野町３丁目１−２９,10,5,0,5,20,0,月-土 9:00-18:00,,076-205-6614,https://www.iris-dental.com/,4.5,41,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
35,どんぐり歯科クリニック,,,日本、〒920-1302 石川県金沢市末町１３の−３−６,10,5,0,5,15,0,月-土 9:00-18:00,,076-229-0648,https://donguri-dental.com/,4,22,"establishment,health,point_of_interest",9,,0,https://maps.google.com/?cid=
35,せせらぎ歯科クリニック 【歯医者/歯周病/訪問歯科】 金沢市,,,日本、〒921-8147 石川県金沢市大額３丁目２３３ 歯医者 マウスピース矯正,10,0,0,5,20,0,月-土 9:00-18:00,,076-259-0299,http://seseragi-dental.com/,4,16,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
30,みずの歯科クリニック,,,日本、〒930-0996 富山県富山市新庄本町２丁目１−８７,0,5,0,5,20,0,月-土 9:00-18:00,,076-452-1841,http://www.mizuno-sika.com/,3.8,34,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
30,たちなみ歯科口腔外科クリニック呉羽,,,日本、〒930-0115 富山県富山市茶屋町４７７,10,0,0,5,15,0,月-土 9:00-18:00,,076-471-8039,https://www.ts-smile-design-kureha.com/,4.3,7,"dentist,establishment,health,point_of_interest",7,,0,https://maps.google.com/?cid=
30,近藤クリニック,,,日本、〒920-0203 石川県金沢市木越町ト−９−１,10,5,0,5,10,0,月-土 9:00-18:00,,076-237-2211,http://www.kondoclinic.com/,4.2,21,"establishment,health,point_of_interest",1,,0,https://maps.google.com/?cid=
30,ののいち歯科クリニック,,,日本、〒921-8815 石川県野々市市本町３丁目９−１２,0,5,0,5,20,0,月-土 9:00-18:00,,076-248-3500,http://www.nonoden.jp/,3.9,31,"establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
25,サン・デンタルクリニック,,,日本、〒939-8003 富山県富山市西公文名町１丁目７−３３,10,0,0,5,10,0,月-土 9:00-18:00,,076-482-4618,https://sundental.work/,5,1,"establishment,health,point_of_interest",4,,0,https://maps.google.com/?cid=
25,わかば歯科クリニック,,,日本、〒933-0041 富山県高岡市城東２丁目１−２７ 中川ビル 1F,10,0,0,5,10,0,月-土 9:00-18:00,,0766-26-8148,http://haisha-yoyaku.jp/bun2sdental/detail/index/id/1630231635/?SITE_CODE=google,4.3,12,"dentist,establishment,health,point_of_interest",3,,0,https://maps.google.com/?cid=
25,ピースデンタルクリニック,,,日本、〒920-8205 石川県金沢市大友３丁目2,0,10,0,5,10,0,月-土 9:00-18:00,,076-256-1517,https://pieace.jp/,3.6,58,"dentist,doctor,establishment,health,point_of_interest",0,,0,https://maps.google.com/?cid=
25,ひがし歯科医院,,,日本、〒921-8043 石川県金沢市西泉１丁目１４,0,0,0,5,20,0,月-土 9:00-18:00,,076-242-6616,http://higashi-shika.or.jp/,3.2,10,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
25,もろはし歯科,,,日本、〒927-0207 石川県鳳珠郡穴水町沖波ホ−２１６,10,0,0,5,10,0,月-土 9:00-18:00,,0768-57-1780,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=4130017&kikanKbn=3&prefCd=17,4.5,2,"establishment,health,point_of_interest",0,,0,https://maps.google.com/?cid=
