スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,とうごうみらい歯科・矯正歯科,,,日本、〒470-0162 愛知県愛知郡東郷町春木申下９,10,15,30,5,20,0,月-土 9:00-18:00,,0561-76-1782,http://togomirai.com/,4.9,237,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,矯正歯科アラインクチュール 名古屋栄院,,,日本、〒461-0005 愛知県名古屋市東区東桜１丁目９−１９ 3F,10,15,30,5,20,0,月-土 9:00-18:00,,052-228-6996,https://align-cdo.com/,4.9,152,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,ルーセント歯科・矯正歯科,,,日本、〒451-6003 愛知県名古屋市西区牛島町６−１ 3階,10,15,30,5,20,0,月-土 9:00-18:00,,0120-931-024,https://www.lucent-shika.com/?utm_source=google&utm_medium=map,4.4,507,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,名古屋栄プレシャス 歯科・矯正歯科,,,日本、〒460-0008 愛知県名古屋市中区栄３丁目３−２１ セントライズ栄 2F,10,15,30,5,20,0,月-土 9:00-18:00,,052-228-4870,https://ribon-shika.jp/sakae/,4.9,131,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,久屋パーク歯科・矯正歯科,,,日本、〒460-0008 愛知県名古屋市中区栄４丁目１４−２ 久屋パークビル ９F,10,15,30,5,20,0,月-土 9:00-18:00,,052-211-8251,https://hisayapark-kyousei.com/,4.7,854,"dentist,doctor,establishment,health,point_of_interest,store",10,,30,https://maps.google.com/?cid=
80,みずの矯正歯科,,,日本、〒462-0843 愛知県名古屋市北区田幡２丁目１２−１４ 明治安田生命黒川ビル 1階,10,15,30,5,20,0,月-土 9:00-18:00,,052-981-2211,https://www.mizuno-kyouseishika.com/?utm_source=google&utm_medium=map,4.6,119,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,名駅アール歯科・矯正歯科,,,日本、〒450-0002 愛知県名古屋市中村区名駅４丁目１０−２５ 名駅Imaiビル １１階,10,15,30,5,20,0,月-土 9:00-18:00,,052-581-1051,https://www.meieki-rdental.com/,4.6,422,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,おしむら歯科・こども矯正歯科クリニック,,,日本、〒454-0847 愛知県名古屋市中川区細米町１丁目７,10,15,30,5,20,0,月-土 9:00-18:00,,052-363-3366,https://oshimura-dc.com/,4.4,289,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,安城さくらい歯科・矯正歯科,,,日本、〒444-1161 愛知県安城市姫小川町姫西１丁目7番地4,10,15,30,5,20,0,月-土 9:00-18:00,,0566-99-8125,https://anjosakurai-dental.com/,4.7,107,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,プルチーノ歯科・矯正歯科 四日市,,,日本、〒510-0883 三重県四日市市泊小柳町４−５ イオンタウン四日市泊 1F,10,15,30,5,20,0,月-土 9:00-18:00,,059-337-8214,https://www.pulcino-yokkaichi.com/?utm_source=GMB,4.6,150,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,くるみ歯科こども歯科,,,日本、〒480-1135 愛知県長久手市下山３−１,10,10,30,5,20,0,月-土 9:00-18:00,,0561-56-4182,https://kids-kurumi.com/,4.6,65,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,はぐり歯科・こども歯科,,,日本、〒491-0132 愛知県一宮市大毛東新開２８,10,15,30,5,15,0,月-土 9:00-18:00,,0586-82-9272,https://hagurishika.com/,4.7,108,"dentist,establishment,health,point_of_interest",7,,30,https://maps.google.com/?cid=
75,豊橋キッズデンタルクリニック,,,日本、〒440-0864 愛知県豊橋市向山町塚南14−４ 向山フォレスタDUE 2F,10,10,30,5,20,0,月-土 9:00-18:00,,0532-39-7680,http://www.toyohashi-kidsdental.jp/,4.2,64,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,NICO矯正歯科,,,日本、〒448-0816 愛知県刈谷市半城土西町２丁目１−２６,10,10,30,5,20,0,月-土 9:00-18:00,,0566-68-5721,https://nico-ortho.com/?utm_source=google&utm_medium=map,4.7,72,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,名古屋さいとう矯正歯科,,,日本、〒450-0002 愛知県名古屋市中村区名駅４丁目８−２６ エニシオ名駅ビル ７F,10,10,30,5,20,0,月-土 9:00-18:00,,0120-320-534,https://saitodc-nagoya.com/,4.8,54,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,いけもり矯正歯科,,,日本、〒464-0035 愛知県名古屋市千種区橋本町１丁目１３ オフィスモリビル B1F,10,10,30,5,20,0,月-土 9:00-18:00,,0120-679-418,https://www.ikemori.or.jp/,4.5,56,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,名古屋西矯正歯科クリニック,,,日本、〒497-0034 愛知県海部郡蟹江町本町９丁目４５,0,15,30,5,20,0,月-土 9:00-18:00,,0567-94-3300,https://hi-ortho.com/?utm_source=google&utm_medium=map,3.6,105,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
