スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,仙台リボン歯科・矯正歯科 インプラント,,,日本、〒980-0811 宮城県仙台市青葉区一番町３丁目６−１ 一番町平和ビル 3F,10,15,30,5,20,0,月-土 9:00-18:00,,022-226-8211,https://ribon-shika.jp/sendai/,4.7,463,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,くぼた矯正歯科クリニック,,,日本、〒983-0039 宮城県仙台市宮城野区新田東２丁目１４−６ クランジュールマンション小鶴新田 1F,10,15,30,5,20,0,月-土 9:00-18:00,,022-395-5888,https://kubota5888.com/?utm_source=Google&utm_medium=referral&utm_campaign=lcid_12908639379252172924,5,111,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,仙台青葉矯正歯科クリニック,,,日本、〒980-0811 宮城県仙台市青葉区一番町３丁目１−１８ しまぬきビル ２F,10,15,30,5,20,0,月-土 9:00-18:00,,022-796-0856,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_sendaic-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_sendaic-cv_1,4.5,168,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,泉中央おとなこども歯科・矯正歯科,,,日本、〒981-3133 宮城県仙台市泉区泉中央３丁目２−１ ルーセント21 1F,10,15,30,5,15,0,月-土 9:00-18:00,,022-341-5546,https://izumiokdc.hp.peraichi.com/,4.7,153,"dentist,establishment,health,point_of_interest",6,,30,https://maps.google.com/?cid=
75,坂井おとなこども歯科,,,日本、〒986-0815 宮城県石巻市中里３丁目１−１１,10,10,30,5,20,0,月-土 9:00-18:00,,0225-22-4618,http://sakaiclinic.or.jp/,4.6,58,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,仙台キュア矯正歯科,,,日本、〒980-0021 宮城県仙台市青葉区中央２丁目１１−28番地 りんくすビル ６階,10,10,30,5,20,0,月-土 9:00-18:00,,0120-665-708,https://sendai-cure.jp/?utm_source=google&utm_medium=map,4.6,67,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,仙台おとなこども歯科 矯正歯科,,,日本、〒983-0803 宮城県仙台市宮城野区小田原２丁目２−５２,10,10,30,5,15,0,月-土 9:00-18:00,,022-352-3918,https://sendaiotonakodomo-dental.com/,4.2,97,"dentist,establishment,health,point_of_interest",6,,30,https://maps.google.com/?cid=
70,仙台東口矯正歯科,,,日本、〒983-0864 宮城県仙台市宮城野区名掛丁205−５ 1F,10,10,30,5,15,0,月-土 9:00-18:00,,022-781-8556,http://www.sendai-ortho.com/,4.3,83,"establishment,health,point_of_interest",9,,30,https://maps.google.com/?cid=
70,加茂谷矯正歯科,,,日本、〒981-3133 宮城県仙台市泉区泉中央４丁目４−２ アルファビル ３F,10,5,30,5,20,0,月-土 9:00-18:00,,022-346-0520,https://www.kamoya-orthodontics.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp,5,21,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,鈴木歯科医院 オリーブ矯正歯科室,,,日本、〒980-0871 宮城県仙台市青葉区八幡１丁目４−２２ 裳榮ハイツ 1F,10,5,30,5,20,0,月-土 9:00-18:00,,022-393-4134,https://www.suzuki-do.jp/,4.7,23,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,なかじょう矯正歯科クリニック,,,日本、〒989-3126 宮城県仙台市青葉区落合５丁目１５−４１,10,5,30,5,20,0,月-土 9:00-18:00,,022-391-1182,https://www.nakajo-ortho.com/?utm_source=google&utm_medium=maps,4.3,36,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,上杉おとなこども歯科・矯正歯科,,,日本、〒980-0011 宮城県仙台市青葉区上杉３丁目２−２８,10,10,30,5,10,0,月-土 9:00-18:00,,022-748-4182,https://kamisugi-otonakodomo.com/,4.5,58,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
65,ママとこどものはいしゃさん 仙台上杉院,,,日本、〒981-0913 宮城県仙台市青葉区昭和町１−１ ベアーズマンション １F,10,0,30,5,20,0,月-土 9:00-18:00,,022-393-5823,https://mamatokodomo-no-haishasan.com/group/detail/1364,4.9,7,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,桜ヶ丘歯科矯正歯科,,,日本、〒981-0961 宮城県仙台市青葉区桜ケ丘６丁目１−２ フラッツ桜ヶ丘 A102,10,5,30,5,15,0,月-土 9:00-18:00,,022-278-8344,https://sakuragaoka-dental.com/,4.5,30,"dentist,establishment,health,point_of_interest",5,,30,https://maps.google.com/?cid=
65,にこっと仙台矯正歯科,,,日本、〒982-0037 宮城県仙台市太白区富沢西１丁目18番15号,10,0,30,5,20,0,月-土 9:00-18:00,,022-797-3373,https://nicot.jp/,5,4,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,なないろの里矯正歯科クリニック,,,日本、〒984-0017 宮城県仙台市若林区なないろの里２丁目２０−１,10,0,30,5,20,0,月-土 9:00-18:00,,022-352-4182,https://www.nanaironosato-ortho.com/,4.5,17,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,長谷川矯正歯科クリニック,,,日本、〒980-0021 宮城県仙台市青葉区中央１丁目６−２３ 鹿島ビル 3階,10,5,30,5,15,0,月-土 9:00-18:00,,022-263-3672,https://hasegawakyousei.net/,4.4,25,"dentist,establishment,health,point_of_interest",5,,30,https://maps.google.com/?cid=
65,西村矯正歯科クリニック.,,,日本、〒980-0803 宮城県仙台市青葉区国分町２丁目２−５ 柴崎ビル 1階,10,5,30,5,15,0,月-土 9:00-18:00,,022-797-5579,http://www.nishimura-ortho.com/,4.2,48,"dentist,establishment,health,point_of_interest",6,,30,https://maps.google.com/?cid=
60,利府こども歯科大人歯科,,,日本、〒981-0114 宮城県宮城郡利府町新中道３丁目1−１ イオンモール新利府南館 2F,10,5,30,5,10,0,月-土 9:00-18:00,,022-767-5650,https://www.kodomoshika-otonashika.com/,4,32,"establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
60,仙台矯正歯科クリニック,,,日本、〒980-0021 宮城県仙台市青葉区中央２丁目２−３８ フォーシーズンビル 7F,10,5,30,5,10,0,月-土 9:00-18:00,,022-714-4187,https://www.orthoworks.or.jp/,4,24,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
60,仙台一番町アーケードマウスピース矯正歯科,,,日本、〒980-0811 宮城県仙台市青葉区一番町４丁目５−２０,10,5,30,5,10,0,月-土 9:00-18:00,,0120-087-752,https://ichibancho-arcade.iandoakai.jp/,4.8,20,"dentist,establishment,health,point_of_interest",4,,30,https://maps.google.com/?cid=
55,今井デンタルクリニック おとなとこどもの歯科,,,日本、〒980-0871 宮城県仙台市青葉区八幡３丁目３−１０,10,0,30,5,10,0,月-土 9:00-18:00,,022-797-4652,http://imai-dc-sendai.com/,5,4,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
55,明石台こども歯科大人歯科,,,日本、〒981-3332 宮城県富谷市明石台５丁目３４−１８,10,0,30,5,10,0,月-土 9:00-18:00,,022-351-3550,https://www.kodomoshika-otonashika.com/,4.6,19,"dentist,establishment,health,point_of_interest",1,,30,https://maps.google.com/?cid=
55,ふわふわキッズ歯科,,,日本、〒984-0038 宮城県仙台市若林区伊在３丁目１０−５ Dio・Hori 伍番館 101号,0,0,30,5,20,0,月-土 9:00-18:00,,022-354-1528,https://fuwafuwakidsdental-sendai.com/,3.4,8,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
55,さいとう矯正歯科クリニック,,,日本、〒988-0053 宮城県気仙沼市田中前３丁目１−１１,10,0,30,5,10,0,月-土 9:00-18:00,,0226-25-4187,https://www.saito-kyouseisika.com/,5,5,"dentist,establishment,health,point_of_interest",2,,30,https://maps.google.com/?cid=
55,とくがわ矯正歯科クリニック,,,日本、〒981-3329 宮城県富谷市大清水２丁目２２−１,10,0,30,5,10,0,月-土 9:00-18:00,,022-346-0744,http://www.tokugawa-ortho.com/,5,2,"dentist,doctor,establishment,health,point_of_interest",2,,30,https://maps.google.com/?cid=
55,いわぬま矯正歯科クリニック,,,日本、〒989-2432 宮城県岩沼市中央１丁目５−２１ 1F,0,0,30,5,20,0,月-土 9:00-18:00,,0223-24-3211,https://www.iwanuma-ortho.com/,3.4,14,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
55,なかいちこども歯科クリニック,,,日本、〒010-0001 秋田県秋田市中通１丁目４−４ エリアなかいち住宅棟 1階,0,0,30,5,20,0,月-土 9:00-18:00,,018-827-3885,https://nakaichi-kodomo-dc.com/,3.9,16,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
50,たがじょうグリーン歯科,,,日本、〒985-0835 宮城県多賀城市下馬５丁目８−６,10,15,0,5,20,0,月-土 9:00-18:00,,022-385-6663,http://www.tagajogreen.jp/,4.2,102,"dentist,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
50,高橋デンタルクリニック,,,日本、〒981-3133 宮城県仙台市泉区泉中央４丁目２６−１１,10,15,0,5,20,0,月-土 9:00-18:00,,022-342-0588,http://www.takahashi-dentaloffice.jp/,4.5,113,"dentist,doctor,establishment,health,point_of_interest",10,,0,https://maps.google.com/?cid=
