スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
75,田岡歯科・矯正歯科クリニック,,,日本、〒780-8052 高知県高知市鴨部１丁目１０−３３,10,10,30,5,20,0,月-土 9:00-18:00,,088-843-6480,https://taokadental.com/,4.2,80,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,徳永歯科こども歯科,,,日本、〒813-0043 福岡県福岡市東区名島５丁目６−２８,10,10,30,5,20,0,月-土 9:00-18:00,,092-410-6095,https://tokunaga-child-dental.com/,4.9,81,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,はりまや橋溝渕歯科・矯正歯科クリニック,,,日本、〒780-0822 高知県高知市はりまや町１丁目５−１ デンテツターミナルビル 8階,10,5,30,5,20,0,月-土 9:00-18:00,,088-882-0220,https://mizobuchi-shika.jp/,4.6,31,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,ホワイトニング・サロン・ユー（田岡歯科・矯正歯科クリニック）,,,日本、〒780-8052 高知県高知市鴨部１丁目１０−３３ B,10,5,30,5,20,0,月-土 9:00-18:00,,070-2233-4618,https://taokadental.com/whiteningsalonu/,4.8,48,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
65,ふじた矯正歯科クリニック,,,日本、〒791-1101 愛媛県松山市久米窪田町３６９−３,10,0,30,5,20,0,月-土 9:00-18:00,,089-909-8840,https://www.fujita-orthodontic-clinic.com/,4.2,10,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
60,ヒカリ歯科・矯正歯科,,,日本、〒791-8031 愛媛県松山市北斎院町６９０−１,10,5,30,5,10,0,月-土 9:00-18:00,,089-989-0610,https://www.hikaridc-matsuyama.com/,5,21,"dentist,establishment,health,point_of_interest",3,,30,https://maps.google.com/?cid=
60,かねこ矯正歯科,,,日本、〒780-0901 高知県高知市上町１丁目８−１３,10,0,30,5,15,0,月-土 9:00-18:00,,088-854-8540,http://www.kaneko-orthodontic.net/,4.5,15,"dentist,establishment,health,point_of_interest",7,,30,https://maps.google.com/?cid=
60,おかざき矯正歯科クリニック,,,日本、〒780-0062 高知県高知市新本町１丁目１−１２ 高知駅スクエア 2F,10,0,30,5,15,0,月-土 9:00-18:00,,088-824-6111,https://okazaki-orthodontic.com/,4.4,7,"dentist,establishment,health,point_of_interest",7,,30,https://maps.google.com/?cid=
60,広末歯科矯正,,,日本、〒780-0072 高知県高知市杉井流１２−７,10,0,30,5,15,0,月-土 9:00-18:00,,088-885-0885,http://www.hirortho.com/,5,3,"dentist,establishment,health,point_of_interest",8,,30,https://maps.google.com/?cid=
60,おがた小児歯科医院,,,日本、〒812-0013 福岡県福岡市博多区博多駅東１丁目１３−１７,10,5,30,5,10,0,月-土 9:00-18:00,,092-472-2885,http://www.ogatapd.com/,4.6,24,"dentist,establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
55,高田矯正歯科クリニック,,,日本、〒790-0916 愛媛県松山市束本１丁目１−１０,10,0,30,5,10,0,月-土 9:00-18:00,,089-915-3200,http://www.takatakyousei.com/,5,4,"dentist,establishment,health,point_of_interest",4,,30,https://maps.google.com/?cid=
55,たむら小児歯科医院,,,日本、〒781-5106 高知県高知市介良乙１０３５−１,10,0,30,5,10,0,月-土 9:00-18:00,,,https://www.tamura-kids-dental.com/,5,3,"dentist,establishment,health,point_of_interest",0,,30,https://maps.google.com/?cid=
