スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,いしかわこどもファミリー歯科,,,日本、〒950-2044 新潟県新潟市西区坂井砂山２丁目１５−１７,10,15,30,5,20,0,月-土 9:00-18:00,,025-260-6400,https://idc-niigata.com/,4.8,109,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,いいじま歯科こども矯正歯科クリニック,,,日本、〒957-0063 新潟県新発田市新栄町２丁目２−３,10,15,30,5,20,0,月-土 9:00-18:00,,0254-23-0648,http://iijimadental.com/,4.1,109,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,とやま総合歯科・矯正歯科クリニック,,,日本、〒930-0982 富山県富山市荒川５丁目１−１,10,15,30,5,20,0,月-土 9:00-18:00,,076-425-0418,https://kdn-dc.com/,4.7,248,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,新潟矯正歯科クリニック,,,日本、〒950-0088 新潟県新潟市中央区万代３丁目１−１ 新潟日報メディアシップ4F,10,15,30,5,15,0,月-土 9:00-18:00,,025-240-9260,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_niigatac-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_niigatac-cv_1,4.8,195,"dentist,establishment,health,point_of_interest",9,,30,https://maps.google.com/?cid=
75,新潟I'S歯科・矯正歯科,,,日本、〒950-0912 新潟県新潟市中央区南笹口２丁目１−６,10,10,30,5,20,0,月-土 9:00-18:00,,025-212-9007,https://www.niigatad-c.com/,4.6,94,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,新川崎おおき矯正歯科,,,日本、〒212-0058 神奈川県川崎市幸区鹿島田１丁目８−４２ フォルテ新川崎 ２F,10,10,30,5,15,0,月-土 9:00-18:00,,044-200-4184,http://ooki-ortho.com/,4.7,63,"dentist,establishment,health,point_of_interest",7,,30,https://maps.google.com/?cid=
70,こどもみらいクリニックデンタル,,,日本、〒950-0925 新潟県新潟市中央区弁天橋通３丁目８−６,10,5,30,5,20,0,月-土 9:00-18:00,,025-212-2127,https://kodomomiraiclinic.com/,5,20,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,ほんま歯科・小児歯科クリニック,,,日本、〒950-0052 新潟県新潟市東区秋葉通２丁目 新潟市秋葉通２丁目106番地38,10,5,30,5,20,0,月-土 9:00-18:00,,025-250-6480,http://hdpdc.com/,4.4,27,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,新潟歯科・矯正歯科 HIDENT,,,日本、〒950-2011 新潟県新潟市西区小針上山９−３４ ５,10,5,30,5,20,0,月-土 9:00-18:00,,025-267-2525,https://www.hi-dent.com/?utm_source=google&utm_medium=gbp&utm_campaign=overview,4.8,22,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
70,ぱれっとアピタ富山東院 小児矯正 小児歯科,,,日本、〒930-0835 富山県富山市上冨居３丁目８−２９９−１,10,5,30,5,20,0,月-土 9:00-18:00,,076-411-5575,https://www.kouryokukai-palette.jp/,5,23,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
