スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,まきの歯列矯正クリニック,,,日本、〒276-0049 千葉県八千代市緑が丘１丁目２−２−１９ 東洋リビング緑ヶ丘SKM 201,10,15,30,5,20,0,月-土 9:00-18:00,,047-459-3939,https://makino-ortho.com/?utm_source=google&utm_medium=map,4.8,275,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,船橋リボン歯科・矯正歯科 インプラント,,,日本、〒273-0005 千葉県船橋市本町１丁目３１−２５ スミレビル 3階,10,15,30,5,20,0,月-土 9:00-18:00,,047-406-5066,https://ribon-shika.jp/funabashi/,4.9,991,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,もりざわ歯科・矯正歯科,,,日本、〒275-0028 千葉県習志野市奏の杜３丁目３−１ ディナモ・ボア １階,10,15,30,5,20,0,月-土 9:00-18:00,,047-474-1180,https://morizawa-dental.jp/?utm_source=google&utm_medium=gmb,4.9,122,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,市川駅前矯正歯科,,,日本、〒272-0033 千葉県市川市市川南１丁目１０−１ ザ タワーズウエスト １階 １０２,10,15,30,5,20,0,月-土 9:00-18:00,,047-321-6834,https://ichikawa-orthodontics.dhc.or.jp/?utm_source=google&utm_medium=organic&utm_campaign=map,4.9,188,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,秋山矯正歯科,,,日本、〒271-0091 千葉県松戸市本町１−１ 3F・4F,10,15,30,5,20,0,月-土 9:00-18:00,,047-361-2660,https://www.akiyama-kyouseishika.com/,4.6,139,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,西千葉歯科・矯正歯科,,,日本、〒260-0033 千葉県千葉市中央区春日２丁目２４−４ ペリエ西千葉アネックス,10,15,30,5,20,0,月-土 9:00-18:00,,043-306-6363,https://nishichiba-shika-kyouseishika.com/,4.9,280,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,東葉デンタルオフィス・船橋こどもおとな矯正歯科・訪問歯科,,,日本、〒273-0005 千葉県船橋市本町７丁目２３−１２ 1F,10,15,30,5,20,0,月-土 9:00-18:00,,047-411-5075,http://www.toyodentaloffice.net/,4.5,239,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,おとなとこどもの経堂歯科,,,日本、〒156-0052 東京都世田谷区経堂１丁目２４−１５,10,15,30,5,20,0,月-土 9:00-18:00,,03-5799-4618,https://www.otonatokodomo-kyodo-dental.com/,4.4,161,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,こどもおとな歯科 北池袋院,,,日本、〒170-0012 東京都豊島区上池袋４丁目２９−９ 北池テラス ４０３,10,15,30,5,20,0,月-土 9:00-18:00,,03-3949-8020,https://japan-dental.jp/?utm_source=organic&utm_medium=gmb&utm_campaign=website,4.8,180,"establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,新宿駅前矯正歯科クリニック,,,日本、〒160-0023 東京都新宿区西新宿７丁目２−５ TH西新宿ビル 4F,10,15,30,5,20,0,月-土 9:00-18:00,,03-5937-3018,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_shinjukuc-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_shinjukuc-cv_1,4.4,264,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,You矯正歯科 新宿医院,,,日本、〒160-0023 東京都新宿区西新宿３丁目２−２７ オーチュ－第７ビル７階,10,15,30,5,20,0,月-土 9:00-18:00,,03-5323-3106,https://www.bubunkyousei.com/?utm_source=google&utm_medium=maps&utm_campaign=shinjuku,4.8,350,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,新宿歯科・矯正歯科,,,日本、〒160-0022 東京都新宿区新宿３丁目３６−６ 8階,10,15,30,5,20,0,月-土 9:00-18:00,,0120-118-145,https://www.shinjukushinbi.com/?utm_source=google&utm_medium=map,4.6,139,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,柏 なかよし矯正歯科・小児歯科 医療法人社団カムイ会,,,日本、〒277-0843 千葉県柏市明原４丁目１２−２１,10,10,30,5,20,0,月-土 9:00-18:00,,04-7199-9911,https://www.nakayoshi-kyousei.com/?utm_source=google&utm_medium=maps&utm_campaign=meo,4.5,56,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,千葉センシティ矯正歯科,,,日本、〒260-0028 千葉県千葉市中央区新町１０００ センシティタワ 6F,10,10,30,5,20,0,月-土 9:00-18:00,,050-5526-2135,https://chiba-kyousei.jp/,4.8,90,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,幕張歯科・矯正歯科,,,日本、〒261-0026 千葉県千葉市美浜区幕張西４丁目２−１２ イオンタウン幕張西 ２階,10,10,30,5,20,0,月-土 9:00-18:00,,043-307-6681,https://www.makuharishika.com/,4.7,99,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,新浦安カタヤマ矯正歯科,,,日本、〒279-0011 千葉県浦安市美浜１丁目８−２ 2F,10,10,30,5,20,0,月-土 9:00-18:00,,047-711-3611,https://katayama-kyousei.com/?utm_source=google&utm_medium=maps,4.9,58,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
75,矯正歯科クリニック柏の葉,,,日本、〒277-0871 千葉県柏市若柴 276-1 中央161街区1 KASHIWANOHA CLINIC MALL,10,15,30,5,15,0,月-土 9:00-18:00,,04-7199-8465,https://ortho-clinic-kh.com/,4.8,138,"dentist,establishment,health,point_of_interest",9,,30,https://maps.google.com/?cid=
75,原宿こども歯科,,,日本、〒151-0051 東京都渋谷区千駄ケ谷３丁目５１−６ 原宿MOA3F,10,10,30,5,20,0,月-土 9:00-18:00,,03-3470-0401,https://www.hk-dental.net/,4.8,99,"dentist,doctor,establishment,health,hospital,point_of_interest",10,,30,https://maps.google.com/?cid=
