スコア,医院名,医院長名,郵便番号,住所,基礎評価,来院患者数,子ども対応力,Web積極性,医院規模,ブログ活動,営業時間,ブログ更新日,電話番号,WebサイトURL,評価,レビュー件数,診療科目タグ,写真枚数,SNS連携,子ども対応力スコア,Google Maps URL
80,あびこ大人こども歯科クリニック,,,日本、〒558-0011 大阪府大阪市住吉区苅田７丁目６−２８ ユニオンハイツ １F,10,15,30,5,20,0,月-土 9:00-18:00,,06-6484-6480,https://www.abiko-dental.com/,4.6,115,"dentist,doctor,establishment,health,point_of_interest,store",10,,30,https://maps.google.com/?cid=
80,みなと大人こども歯科クリニック,,,日本、〒552-0004 大阪府大阪市港区夕凪２丁目１−１ サンファミリー夕凪,10,15,30,5,20,0,月-土 9:00-18:00,,06-6563-9599,https://otonakodomo-dc.com/,4.5,112,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,こいし・こども矯正歯科 小児歯科ランド,,,日本、〒563-0048 大阪府池田市呉服町１−１ サンシティ池田 3階301,10,15,30,5,20,0,月-土 9:00-18:00,,0120-154-514,https://www.koishi-child-dental.com/?utm_source=map&utm_medium=map,4.9,267,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,大阪矯正歯科グループ,,,日本、〒530-0001 大阪府大阪市北区梅田１丁目１−３−１８００ 大阪駅前第3ビル １８階,10,15,30,5,20,0,月-土 9:00-18:00,,0120-505-589,https://www.osaka-kyousei.com/?utm_source=google&utm_medium=maps,4.7,114,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,大阪H2B歯科・矯正歯科,,,日本、〒530-0057 大阪府大阪市北区曾根崎２丁目３−２ 梅新スクエアビル 701,10,15,30,5,20,0,月-土 9:00-18:00,,06-6131-0148,https://kyouseishika-osaka.jp/?utm_source=google&utm_medium=map&utm_campaign=gbp,4.7,125,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,矯正歯科医院 大阪オルソ,,,日本、〒530-0001 大阪府大阪市北区梅田３丁目２−１２３ イノゲート 大阪12階,10,15,30,5,20,0,月-土 9:00-18:00,,0120-185-688,https://umedalingual.com/#utm_source=google&utm_medium=map,4.9,187,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,吉村矯正歯科,,,日本、〒562-0036 大阪府箕面市船場西２丁目７−５ 3F ビル,10,15,30,5,20,0,月-土 9:00-18:00,,072-728-7776,https://www.dental-yoshimura.com/,4.7,147,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,難波矯正歯科,,,日本、〒556-0011 大阪府大阪市浪速区難波中３丁目１−１７ 角屋難波ビル 2階,10,15,30,5,20,0,月-土 9:00-18:00,,0120-118-387,https://www.nambakyousei.com/?utm_source=google&utm_medium=map,4.6,160,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,梅田キュア矯正歯科,,,日本、〒530-0013 大阪府大阪市北区茶屋町５−２ 4階,10,15,30,5,20,0,月-土 9:00-18:00,,0120-067-600,https://umeda-cure.jp/?utm_source=google&utm_medium=map,4.8,159,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,梅田駅前矯正歯科クリニック,,,日本、〒530-0001 大阪府大阪市北区梅田２丁目１−２１ 梅田ビル 3階 レイズ,10,15,30,5,20,0,月-土 9:00-18:00,,06-4309-7800,https://dd-dentalclinic.jp/lp/ddd/lp01/?ads=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_umedac-cv_1&utm_source=google&utm_medium=maps&utm_campaign=a-ahd_p-orthodontics_s-google_m-maps_o-reserve_d-organicfeed_umedac-cv_1,4.4,536,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,もちだ矯正歯科クリニック,,,日本、〒599-8273 大阪府堺市中区深井清水町３９８５ 深井ビル ４Ｆ ＨＳ,10,15,30,5,20,0,月-土 9:00-18:00,,072-278-3790,https://www.mochida-clinic.com/,4.8,183,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,Oh my teeth 大阪梅田マウスピース矯正歯科,,,日本、〒530-0057 大阪府大阪市北区曾根崎２丁目７−４ M.VOLANTE UMEDA 7階,10,15,30,5,20,0,月-土 9:00-18:00,,06-6948-5121,https://www.oh-my-teeth.com/locations/umeda?tags=gmb_umeda,4.5,200,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,Cuore矯正歯科,,,日本、〒542-0076 大阪府大阪市中央区難波３丁目１−２８ 衛門ビル 作右 2階,10,15,30,5,20,0,月-土 9:00-18:00,,06-6636-1500,https://cuore-clinic.com/,4.5,245,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,いのうえ歯科・矯正歯科,,,日本、〒558-0041 大阪府大阪市住吉区南住吉３丁目１−１０ コノミヤ南住吉店 2F,10,15,30,5,20,0,月-土 9:00-18:00,,06-6691-6480,https://inoue-doc.com/?utm_source=GBP&utm_medium=GBP&utm_term=GBP&utm_content=GBP&utm_campaign=GBP,4.9,170,"dentist,doctor,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,DIGITAL-L歯科・矯正歯科,,,日本、〒550-0004 大阪府大阪市西区靱本町１丁目４−１７ 1階,10,15,30,5,20,0,月-土 9:00-18:00,,06-6485-8725,http://www.dendigital-l.com/,4.6,122,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
80,梅田アップル歯科 矯正歯科 大阪,,,日本、〒530-0012 大阪府大阪市北区芝田２丁目３−９ ＥＸＣＥＬ ＵＭＥＤＡ 2F,10,15,30,5,20,0,月-土 9:00-18:00,,06-6371-0418,https://umeda-appledc.jp/,4.6,230,"dentist,establishment,health,point_of_interest",10,,30,https://maps.google.com/?cid=
