url,title,tags,channel_url,channel_id
https://www.youtube.com/watch?v=EJB2Oj_VAk8,"AI Token Economics, Agent Swarms, and the Path to AGI | Val Bercovici, Chief AI Officer of Weka",AGI/ロードマップ|AIエージェント|フレームワーク,https://www.youtube.com/channel/UCHFEou9pndBIAW5NA200TAQ,UCHFEou9pndBIAW5NA200TAQ
https://www.youtube.com/watch?v=xeFPr1bBhj8,"João (Joe) Moura, Founder, CrewAI: Building an AI-Driven Company with Agents",AIエージェント|起業/新規事業|フレームワーク,https://www.youtube.com/channel/UCckOvibZFUOMpBZd2FDKhnw,UCckOvibZFUOMpBZd2FDKhnw
https://www.youtube.com/watch?v=_PxkYZ_4z50,"My Startup’s AI Agent Playbook for 5-10x Engineering Speed (with Claude Code, MCP’s, etc)",AIエージェント|起業/新規事業|フレームワーク,https://www.youtube.com/channel/UCEMA_xj3YeAI7Z6jsOw3peg,UCEMA_xj3YeAI7Z6jsOw3peg
https://www.youtube.com/watch?v=u5Vcrwpzoz8,"""I want Llama3 to perform 10x with my private knowledge"" - Local Agentic RAG w/ llama3",AIエージェント|フレームワーク,https://www.youtube.com/channel/UCrXSVX9a1mj8l0CMLwKgMVw,UCrXSVX9a1mj8l0CMLwKgMVw
https://www.youtube.com/watch?v=epAUEgF8OfQ,"#305 RAG 2.0 and The New Era of RAG Agents | Douwe Kiela, CEO at Contextual AI | Inventor of RAG",AIエージェント|フレームワーク,https://www.youtube.com/channel/UC79Gv3mYp6zKiSwYemEik9A,UC79Gv3mYp6zKiSwYemEik9A
https://www.youtube.com/watch?v=PYJSIp6JU94,"#319 Building & Managing Human+Agent Hybrid Teams with Karen Ng, Head of Product at HubSpot",AGI/ロードマップ|AIエージェント,https://www.youtube.com/channel/UC79Gv3mYp6zKiSwYemEik9A,UC79Gv3mYp6zKiSwYemEik9A
https://www.youtube.com/watch?v=jld--NLqTMg,#3【Dify挑戦編】Dify × Zapier連携！MCPプラグインを使ったAIエージェント開発,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCjLBXoQdZUnJgl-nGAX6iJQ,UCjLBXoQdZUnJgl-nGAX6iJQ
https://www.youtube.com/watch?v=Chl-cRcwVpA,5-Getting Started With Agentic RAG With Detailed Implementation Using LangGraph,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig,UCNU_lfiiWBdtULKOw6X0Dig
https://www.youtube.com/watch?v=09tJS0ZEHms,AI Agent Crypto MCP Trading - Can AI make bag on Hyperliquid?,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCR9j1jqqB5Rse69wjUnbYwA,UCR9j1jqqB5Rse69wjUnbYwA
https://www.youtube.com/watch?v=Y-rQSxACvOg,"AI Dev 25 x NYC | João Moura: Design, Develop, and Deploy Multi Agent Systems with CrewAI",AIエージェント|フレームワーク,https://www.youtube.com/channel/UCcIXc5mJsHVYTZR1maL5l9w,UCcIXc5mJsHVYTZR1maL5l9w
https://www.youtube.com/watch?v=Xel_mF5CCAo,AI Dev 25 x NYC | Scott Yak: Building MCP Servers That Make Agents More Effective,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCcIXc5mJsHVYTZR1maL5l9w,UCcIXc5mJsHVYTZR1maL5l9w
https://www.youtube.com/watch?v=QGrLG_zqxJU,"AI, AIOps & Agentic AI in Data Storage Observability",AIエージェント|フレームワーク,https://www.youtube.com/channel/UCKWaEZ-_VweaEx1j62do_vQ,UCKWaEZ-_VweaEx1j62do_vQ
https://www.youtube.com/watch?v=Bk9sYapiow8,Advanced Agentic RAG And Its Types New Series-Generative AI,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig,UCNU_lfiiWBdtULKOw6X0Dig
https://www.youtube.com/watch?v=hSO4zjeQO48,Agentic AI 3.0 - Live Ultimate RAG Bootcamp Course Announcement,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig,UCNU_lfiiWBdtULKOw6X0Dig
https://www.youtube.com/watch?v=goc2yyg2eH4,Agentic AI Transformation: Workforce Strategy & Leadership | Amazon Web Services,Operator/ブラウザ自動化|AIエージェント,https://www.youtube.com/channel/UCd6MoB9NC6uYN2grvUNT-Zg,UCd6MoB9NC6uYN2grvUNT-Zg
https://www.youtube.com/watch?v=dIb-DujRNEo,Agentic AI With Langgraph And MCP Crash Course-Part 1,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig,UCNU_lfiiWBdtULKOw6X0Dig
https://www.youtube.com/watch?v=KurGnK76-EU,Agentic RAG Simply Explained,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ,UCh9nVJoWXmFb7sLApWGcLPQ
https://www.youtube.com/watch?v=CAKGKkWf0tI,"Anatomy of AI Agents: Inside LLMs, RAG Systems, & Generative AI",AIエージェント|フレームワーク,https://www.youtube.com/channel/UCKWaEZ-_VweaEx1j62do_vQ,UCKWaEZ-_VweaEx1j62do_vQ
https://www.youtube.com/watch?v=WozA_qHEAqo,"BeeAI Framework: Extending LLMs with Tools, RAG, & AI Agents",AIエージェント|フレームワーク,https://www.youtube.com/channel/UCKWaEZ-_VweaEx1j62do_vQ,UCKWaEZ-_VweaEx1j62do_vQ
https://www.youtube.com/watch?v=Be2OQ3LQZcQ,Build a RAG AI Agent with REAL-TIME Source Validation (CopilotKit + Pydantic AI),AIエージェント|フレームワーク,https://www.youtube.com/channel/UCMwVTLZIRRUyyVrkjDpn4pA,UCMwVTLZIRRUyyVrkjDpn4pA
https://www.youtube.com/watch?v=hLSTGgc7gDc,Building agentic RAG for e-commerce with ADK and Vector Search,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCJS9pqu9BzkAMNTmzNMNhvg,UCJS9pqu9BzkAMNTmzNMNhvg
https://www.youtube.com/watch?v=1WImBwiA7RA,Claude Skills - the SOP for your agent that is bigger than MCP,AIエージェント|フレームワーク,https://www.youtube.com/channel/UCrXSVX9a1mj8l0CMLwKgMVw,UCrXSVX9a1mj8l0CMLwKgMVw
https://www.youtube.com/watch?v=BER3EhUIyz0,Claude plays Catan: Managing agent context with Sonnet 4.5,AGI/ロードマップ|AIエージェント,https://www.youtube.com/channel/UCrDwWp7EBBv4NwvScIpBDOA,UCrDwWp7EBBv4NwvScIpBDOA
